Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2021,Washington,OR,Passenger,1,0,1,335,336,0.30
July 31 2021,Yamhill,OR,Passenger,1,0,1,29,30,3.33
July 31 2021,Allegheny,PA,Passenger,1,1,2,54,56,3.57
July 31 2021,Bucks,PA,Passenger,1,0,1,17,18,5.56
July 31 2021,Montgomery,PA,Passenger,1,0,1,18,19,5.26
July 31 2021,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
July 31 2021,Newport,RI,Passenger,1,0,1,78,79,1.27
July 31 2021,Richland,SC,Passenger,0,1,1,128,129,0.78
July 31 2021,Spartanburg,SC,Passenger,0,1,1,35,36,2.78
July 31 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
July 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
July 31 2021,Davidson,TN,Passenger,1,0,1,44,45,2.22
July 31 2021,Montgomery,TN,Passenger,1,0,1,208,209,0.48
July 31 2021,Tipton,TN,Passenger,1,0,1,13,14,7.14
July 31 2021,Bell,TX,Passenger,0,1,1,344,345,0.29
July 31 2021,Bexar,TX,Passenger,3,4,7,474,481,1.46
July 31 2021,Dallas,TX,Passenger,1,0,1,137,138,0.72
July 31 2021,Denton,TX,Passenger,1,0,1,67,68,1.47
July 31 2021,El Paso,TX,Passenger,2,0,2,346,348,0.57
July 31 2021,Harris,TX,Passenger,1,0,1,179,180,0.56
July 31 2021,Hidalgo,TX,Passenger,0,1,1,50,51,1.96
July 31 2021,Montgomery,TX,Passenger,1,1,2,31,33,6.06
July 31 2021,Nueces,TX,Passenger,1,0,1,65,66,1.52
July 31 2021,Travis,TX,Passenger,2,2,4,140,144,2.78
July 31 2021,Wichita,TX,Passenger,1,0,1,39,40,2.50
July 31 2021,Salt Lake,UT,Passenger,0,2,2,144,146,1.37
July 31 2021,Albemarle,VA,Passenger,1,0,1,19,20,5.00
July 31 2021,Alexandria,VA,Passenger,3,0,3,128,131,2.29
July 31 2021,Arlington,VA,Passenger,0,1,1,130,131,0.76
July 31 2021,Chesapeake,VA,Passenger,0,4,4,383,387,1.03
July 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
July 31 2021,Fairfax,VA,Passenger,4,4,8,662,670,1.19
July 31 2021,Goochland,VA,Passenger,4,0,4,179,183,2.19
July 31 2021,Loudoun,VA,Passenger,1,0,1,66,67,1.49
July 31 2021,Louisa,VA,Passenger,0,1,1,0,1,100.00
July 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
July 31 2021,Norfolk,VA,Passenger,2,2,4,312,316,1.27
July 31 2021,Portsmouth,VA,Passenger,0,1,1,64,65,1.54
July 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
July 31 2021,Prince William,VA,Passenger,1,1,2,202,204,0.98
July 31 2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
July 31 2021,Suffolk,VA,Passenger,1,0,1,112,113,0.88
July 31 2021,Virginia Beach,VA,Passenger,2,0,2,571,573,0.35
July 31 2021,Adams,WA,Truck,0,0,0,5394,5394,0.00
July 31 2021,Adams,WA,Passenger,16,12,28,13041,13069,0.21
July 31 2021,Asotin,WA,Truck,0,0,0,6770,6770,0.00
July 31 2021,Asotin,WA,Passenger,21,17,38,12722,12760,0.30
July 31 2021,Benton,WA,Passenger,540,400,940,136344,137284,0.68
July 31 2021,Benton,WA,Truck,0,0,0,43670,43670,0.00
July 31 2021,Chelan,WA,Passenger,350,100,450,54736,55186,0.82
July 31 2021,Chelan,WA,Truck,0,0,0,23111,23111,0.00
July 31 2021,Clallam,WA,Passenger,342,221,563,50483,51046,1.10
July 31 2021,Clallam,WA,Truck,1,0,1,22042,22043,0.00
July 31 2021,Clark,WA,Truck,0,0,0,84297,84297,0.00
July 31 2021,Clark,WA,Passenger,2980,1459,4439,322570,327009,1.36
July 31 2021,Columbia,WA,Truck,0,0,0,1556,1556,0.00
July 31 2021,Columbia,WA,Passenger,6,2,8,2472,2480,0.32
July 31 2021,Cowlitz,WA,Passenger,230,146,376,72274,72650,0.52
July 31 2021,Cowlitz,WA,Truck,0,0,0,29129,29129,0.00
July 31 2021,Douglas,WA,Truck,0,0,0,12705,12705,0.00
July 31 2021,Douglas,WA,Passenger,100,51,151,28518,28669,0.53
July 31 2021,Ferry,WA,Truck,0,0,0,3646,3646,0.00
July 31 2021,Ferry,WA,Passenger,9,3,12,4382,4394,0.27
July 31 2021,Franklin,WA,Truck,0,0,0,20732,20732,0.00
July 31 2021,Franklin,WA,Passenger,134,97,231,62089,62320,0.37
July 31 2021,Garfield,WA,Passenger,0,3,3,1377,1380,0.22
July 31 2021,Garfield,WA,Truck,0,0,0,1003,1003,0.00
July 31 2021,Grant,WA,Passenger,120,90,210,66944,67154,0.31
July 31 2021,Grant,WA,Truck,0,0,0,27948,27948,0.00
July 31 2021,Grays Harbor,WA,Truck,0,0,0,21419,21419,0.00
July 31 2021,Grays Harbor,WA,Passenger,176,146,322,49554,49876,0.65
July 31 2021,Island,WA,Passenger,623,316,939,63411,64350,1.46
July 31 2021,Island,WA,Truck,0,0,0,21615,21615,0.00
July 31 2021,Jefferson,WA,Passenger,339,183,522,24910,25432,2.05
July 31 2021,Jefferson,WA,Truck,0,0,0,9619,9619,0.00
July 31 2021,King,WA,Passenger,31582,9343,40925,1368073,1408998,2.90
July 31 2021,King,WA,Truck,5,1,6,184471,184477,0.00
July 31 2021,Kitsap,WA,Passenger,1911,874,2785,180996,183781,1.52
July 31 2021,Kitsap,WA,Truck,0,0,0,54523,54523,0.00
July 31 2021,Kittitas,WA,Truck,0,0,0,14798,14798,0.00
July 31 2021,Kittitas,WA,Passenger,167,69,236,29992,30228,0.78
July 31 2021,Klickitat,WA,Passenger,78,50,128,15354,15482,0.83
July 31 2021,Klickitat,WA,Truck,0,0,0,8316,8316,0.00
July 31 2021,Lewis,WA,Passenger,165,144,309,59674,59983,0.52
July 31 2021,Lewis,WA,Truck,0,0,0,26778,26778,0.00
July 31 2021,Lincoln,WA,Passenger,6,15,21,7728,7749,0.27
July 31 2021,Lincoln,WA,Truck,0,0,0,4761,4761,0.00
July 31 2021,Mason,WA,Passenger,216,137,353,48120,48473,0.73
July 31 2021,Mason,WA,Truck,0,0,0,21346,21346,0.00
July 31 2021,Okanogan,WA,Truck,0,0,0,16759,16759,0.00
July 31 2021,Okanogan,WA,Passenger,65,43,108,26556,26664,0.41
July 31 2021,Pacific,WA,Truck,0,0,0,7964,7964,0.00
July 31 2021,Pacific,WA,Passenger,46,53,99,16034,16133,0.61
July 31 2021,Pend Oreille,WA,Truck,0,0,0,5749,5749,0.00
July 31 2021,Pend Oreille,WA,Passenger,15,7,22,9273,9295,0.24
July 31 2021,Pierce,WA,Passenger,3637,2017,5654,560443,566097,1.00
July 31 2021,Pierce,WA,Truck,0,0,0,146022,146022,0.00
July 31 2021,San Juan,WA,Truck,0,0,0,5958,5958,0.00
July 31 2021,San Juan,WA,Passenger,443,138,581,14248,14829,3.92
July 31 2021,Skagit,WA,Passenger,608,281,889,91940,92829,0.96
July 31 2021,Skagit,WA,Truck,1,0,1,33049,33050,0.00
July 31 2021,Skamania,WA,Passenger,51,37,88,8414,8502,1.04
July 31 2021,Skamania,WA,Truck,0,0,0,4028,4028,0.00
July 31 2021,Snohomish,WA,Passenger,6129,2105,8234,540147,548381,1.50
July 31 2021,Snohomish,WA,Truck,1,0,1,126259,126260,0.00
July 31 2021,Spokane,WA,Passenger,1120,651,1771,326362,328133,0.54
July 31 2021,Spokane,WA,Truck,0,0,0,102398,102398,0.00
July 31 2021,Stevens,WA,Passenger,49,46,95,30418,30513,0.31
July 31 2021,Stevens,WA,Truck,0,0,0,18929,18929,0.00
July 31 2021,Thurston,WA,Passenger,1664,895,2559,198215,200774,1.27
July 31 2021,Thurston,WA,Truck,0,0,0,56580,56580,0.00
July 31 2021,Wahkiakum,WA,Passenger,15,8,23,3094,3117,0.74
July 31 2021,Wahkiakum,WA,Truck,0,0,0,1796,1796,0.00
July 31 2021,Walla Walla,WA,Passenger,115,76,191,36593,36784,0.52
July 31 2021,Walla Walla,WA,Truck,0,0,0,14066,14066,0.00
July 31 2021,Whatcom,WA,Truck,4,0,4,43891,43895,0.01
July 31 2021,Whatcom,WA,Passenger,1477,621,2098,150775,152873,1.37
July 31 2021,Whitman,WA,Truck,0,0,0,8597,8597,0.00
July 31 2021,Whitman,WA,Passenger,61,49,110,21981,22091,0.50
July 31 2021,Yakima,WA,Passenger,237,162,399,169377,169776,0.24
July 31 2021,Yakima,WA,Truck,0,0,0,61741,61741,0.00
July 31 2021,Douglas,WI,Passenger,1,0,1,2,3,33.33
July 31 2021,Milwaukee,WI,Passenger,1,0,1,36,37,2.70
July 31 2021,,,Passenger,1,0,1,294,295,0.34
August 31 2021,Anchorage,AK,Passenger,1,0,1,128,129,0.78
August 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
August 31 2021,Juneau,AK,Passenger,0,1,1,25,26,3.85
August 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Maricopa,AZ,Passenger,5,3,8,927,935,0.86
August 31 2021,Pima,AZ,Passenger,1,1,2,235,237,0.84
August 31 2021,Pinal,AZ,Passenger,1,0,1,113,114,0.88
August 31 2021,Alameda,CA,Passenger,4,0,4,208,212,1.89
August 31 2021,Contra Costa,CA,Passenger,2,4,6,295,301,1.99
August 31 2021,Fresno,CA,Passenger,1,0,1,156,157,0.64
August 31 2021,Kern,CA,Passenger,1,1,2,192,194,1.03
August 31 2021,Los Angeles,CA,Passenger,9,7,16,777,793,2.02
August 31 2021,Monterey,CA,Passenger,1,1,2,143,145,1.38
August 31 2021,Orange,CA,Passenger,4,2,6,385,391,1.53
August 31 2021,Placer,CA,Passenger,1,0,1,62,63,1.59
August 31 2021,Riverside,CA,Passenger,5,1,6,483,489,1.23
August 31 2021,Sacramento,CA,Passenger,2,0,2,205,207,0.97
August 31 2021,San Diego,CA,Passenger,18,7,25,2482,2507,1.00
August 31 2021,San Francisco,CA,Passenger,0,1,1,70,71,1.41
August 31 2021,San Luis Obispo,CA,Passenger,1,0,1,51,52,1.92
August 31 2021,San Mateo,CA,Passenger,1,0,1,87,88,1.14
August 31 2021,Santa Clara,CA,Passenger,7,2,9,221,230,3.91
August 31 2021,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
August 31 2021,Sonoma,CA,Passenger,0,1,1,76,77,1.30
August 31 2021,Ventura,CA,Passenger,1,2,3,243,246,1.22
August 31 2021,Arapahoe,CO,Passenger,1,0,1,100,101,0.99
August 31 2021,Boulder,CO,Passenger,0,1,1,30,31,3.23
August 31 2021,Denver,CO,Passenger,1,0,1,108,109,0.92
August 31 2021,El Paso,CO,Passenger,2,0,2,621,623,0.32
August 31 2021,Larimer,CO,Passenger,1,0,1,38,39,2.56
August 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
August 31 2021,New Haven,CT,Passenger,0,2,2,28,30,6.67
August 31 2021,New London,CT,Passenger,0,3,3,223,226,1.33
August 31 2021,District of Columbia,DC,Passenger,4,3,7,197,204,3.43
August 31 2021,Broward,FL,Passenger,1,0,1,92,93,1.08
August 31 2021,Duval,FL,Passenger,0,1,1,297,298,0.34
August 31 2021,Hillsborough,FL,Passenger,0,1,1,131,132,0.76
August 31 2021,Lake,FL,Passenger,1,0,1,18,19,5.26
August 31 2021,Okaloosa,FL,Passenger,0,1,1,99,100,1.00
August 31 2021,Orange,FL,Passenger,1,0,1,100,101,0.99
August 31 2021,Palm Beach,FL,Passenger,1,0,1,53,54,1.85
August 31 2021,Pinellas,FL,Passenger,0,1,1,77,78,1.28
August 31 2021,Polk,FL,Passenger,1,0,1,53,54,1.85
August 31 2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
August 31 2021,St. Johns,FL,Passenger,0,1,1,34,35,2.86
August 31 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
August 31 2021,DeKalb,GA,Passenger,1,0,1,54,55,1.82
August 31 2021,Houston,GA,Passenger,1,0,1,43,44,2.27
August 31 2021,Richmond,GA,Passenger,0,1,1,80,81,1.23
August 31 2021,Rockdale,GA,Passenger,1,0,1,7,8,12.50
August 31 2021,Honolulu,HI,Passenger,5,2,7,349,356,1.97
August 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
August 31 2021,Cook,IL,Passenger,1,0,1,169,170,0.59
August 31 2021,DuPage,IL,Passenger,1,0,1,46,47,2.13
August 31 2021,Lake,IL,Passenger,3,0,3,157,160,1.88
August 31 2021,St. Clair,IL,Passenger,2,0,2,126,128,1.56
August 31 2021,Hamilton,IN,Passenger,2,0,2,28,30,6.67
August 31 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
August 31 2021,Vigo,IN,Passenger,1,0,1,4,5,20.00
August 31 2021,Geary,KS,Passenger,1,0,1,88,89,1.12
August 31 2021,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
August 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
August 31 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
August 31 2021,Hampshire,MA,Passenger,1,0,1,4,5,20.00
August 31 2021,Middlesex,MA,Passenger,1,1,2,91,93,2.15
August 31 2021,Suffolk,MA,Passenger,0,2,2,31,33,6.06
August 31 2021,Anne Arundel,MD,Passenger,4,3,7,364,371,1.89
August 31 2021,Baltimore,MD,Passenger,1,0,1,82,83,1.20
August 31 2021,Calvert,MD,Passenger,0,2,2,83,85,2.35
August 31 2021,Carroll,MD,Passenger,0,1,1,12,13,7.69
August 31 2021,Charles,MD,Passenger,1,1,2,66,68,2.94
August 31 2021,Frederick,MD,Passenger,2,1,3,69,72,4.17
August 31 2021,Howard,MD,Passenger,0,1,1,56,57,1.75
August 31 2021,Montgomery,MD,Passenger,2,1,3,205,208,1.44
August 31 2021,Prince George's,MD,Passenger,1,1,2,124,126,1.59
August 31 2021,St. Mary's,MD,Passenger,1,0,1,182,183,0.55
August 31 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
August 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
August 31 2021,Saginaw,MI,Passenger,1,0,1,7,8,12.50
August 31 2021,Hennepin,MN,Passenger,2,0,2,66,68,2.94
August 31 2021,Boone,MO,Passenger,0,1,1,9,10,10.00
August 31 2021,Greene,MO,Passenger,0,1,1,21,22,4.55
August 31 2021,Platte,MO,Passenger,1,0,1,14,15,6.67
August 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
August 31 2021,St. Louis,MO,Passenger,1,0,1,74,75,1.33
August 31 2021,Harrison,MS,Passenger,2,0,2,50,52,3.85
August 31 2021,Flathead,MT,Passenger,1,0,1,36,37,2.70
August 31 2021,Missoula,MT,Passenger,1,0,1,42,43,2.33
August 31 2021,Cumberland,NC,Passenger,0,2,2,413,415,0.48
August 31 2021,Harnett,NC,Passenger,0,1,1,161,162,0.62
August 31 2021,Moore,NC,Passenger,0,1,1,125,126,0.79
August 31 2021,Onslow,NC,Passenger,0,1,1,167,168,0.60
August 31 2021,Wake,NC,Passenger,1,0,1,102,103,0.97
August 31 2021,Wayne,NC,Passenger,1,0,1,31,32,3.12
August 31 2021,Wilson,NC,Passenger,1,0,1,1,2,50.00
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
August 31 2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
August 31 2021,Carroll,NH,Passenger,0,1,1,3,4,25.00
August 31 2021,Burlington,NJ,Passenger,0,1,1,125,126,0.79
August 31 2021,Camden,NJ,Passenger,0,1,1,11,12,8.33
August 31 2021,Hudson,NJ,Passenger,1,0,1,108,109,0.92
August 31 2021,Chaves,NM,Passenger,1,0,1,5,6,16.67
August 31 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
August 31 2021,Clark,NV,Passenger,4,3,7,555,562,1.25
August 31 2021,Washoe,NV,Passenger,1,0,1,65,66,1.52
August 31 2021,Erie,NY,Passenger,1,0,1,30,31,3.23
August 31 2021,Jefferson,NY,Passenger,0,1,1,206,207,0.48
August 31 2021,Kings,NY,Passenger,1,0,1,58,59,1.69
August 31 2021,Nassau,NY,Passenger,1,0,1,25,26,3.85
August 31 2021,New York,NY,Passenger,1,0,1,43,44,2.27
August 31 2021,Queens,NY,Passenger,2,0,2,45,47,4.26
August 31 2021,Saratoga,NY,Passenger,1,0,1,39,40,2.50
August 31 2021,Montgomery,OH,Passenger,0,1,1,47,48,2.08
August 31 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2021,Rogers,OK,Passenger,1,0,1,3,4,25.00
August 31 2021,Clackamas,OR,Passenger,2,0,2,149,151,1.32
August 31 2021,Klamath,OR,Passenger,1,0,1,20,21,4.76
August 31 2021,Multnomah,OR,Passenger,2,7,9,567,576,1.56
August 31 2021,Washington,OR,Passenger,1,0,1,326,327,0.31
August 31 2021,Yamhill,OR,Passenger,1,0,1,28,29,3.45
August 31 2021,Allegheny,PA,Passenger,1,1,2,53,55,3.64
August 31 2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
August 31 2021,Montgomery,PA,Passenger,2,0,2,16,18,11.11
August 31 2021,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
August 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
August 31 2021,Newport,RI,Passenger,1,0,1,76,77,1.30
August 31 2021,Richland,SC,Passenger,0,1,1,126,127,0.79
August 31 2021,Spartanburg,SC,Passenger,0,1,1,34,35,2.86
August 31 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
August 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
August 31 2021,Davidson,TN,Passenger,1,0,1,41,42,2.38
August 31 2021,Montgomery,TN,Passenger,1,0,1,204,205,0.49
August 31 2021,Tipton,TN,Passenger,1,0,1,13,14,7.14
August 31 2021,Bell,TX,Passenger,0,1,1,339,340,0.29
August 31 2021,Bexar,TX,Passenger,3,4,7,467,474,1.48
August 31 2021,Dallas,TX,Passenger,1,0,1,130,131,0.76
August 31 2021,Denton,TX,Passenger,1,0,1,64,65,1.54
August 31 2021,El Paso,TX,Passenger,2,0,2,339,341,0.59
August 31 2021,Harris,TX,Passenger,1,0,1,173,174,0.57
August 31 2021,Hidalgo,TX,Passenger,0,1,1,48,49,2.04
August 31 2021,Montgomery,TX,Passenger,1,1,2,30,32,6.25
August 31 2021,Nueces,TX,Passenger,1,0,1,64,65,1.54
August 31 2021,Travis,TX,Passenger,2,2,4,128,132,3.03
August 31 2021,Wichita,TX,Passenger,1,0,1,39,40,2.50
August 31 2021,Salt Lake,UT,Passenger,0,2,2,141,143,1.40
August 31 2021,Albemarle,VA,Passenger,1,0,1,20,21,4.76
August 31 2021,Alexandria,VA,Passenger,3,0,3,128,131,2.29
August 31 2021,Arlington,VA,Passenger,0,1,1,128,129,0.78
August 31 2021,Chesapeake,VA,Passenger,0,4,4,380,384,1.04
August 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
August 31 2021,Fairfax,VA,Passenger,5,4,9,656,665,1.35
August 31 2021,Goochland,VA,Passenger,4,0,4,175,179,2.23
August 31 2021,Loudoun,VA,Passenger,1,0,1,66,67,1.49
August 31 2021,Louisa,VA,Passenger,0,1,1,0,1,100.00
August 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
August 31 2021,Norfolk,VA,Passenger,2,2,4,308,312,1.28
August 31 2021,Portsmouth,VA,Passenger,0,1,1,62,63,1.59
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2021,Prince William,VA,Passenger,1,1,2,203,205,0.98
August 31 2021,Stafford,VA,Passenger,2,1,3,97,100,3.00
August 31 2021,Suffolk,VA,Passenger,1,0,1,110,111,0.90
August 31 2021,Virginia Beach,VA,Passenger,2,0,2,562,564,0.35
August 31 2021,Adams,WA,Passenger,16,14,30,13044,13074,0.23
August 31 2021,Adams,WA,Truck,0,0,0,5415,5415,0.00
August 31 2021,Asotin,WA,Truck,0,0,0,6757,6757,0.00
August 31 2021,Asotin,WA,Passenger,21,17,38,12740,12778,0.30
August 31 2021,Benton,WA,Passenger,567,412,979,136271,137250,0.71
August 31 2021,Benton,WA,Truck,0,0,0,43632,43632,0.00
August 31 2021,Chelan,WA,Truck,0,0,0,23097,23097,0.00
August 31 2021,Chelan,WA,Passenger,364,101,465,54741,55206,0.84
August 31 2021,Clallam,WA,Passenger,351,221,572,50533,51105,1.12
August 31 2021,Clallam,WA,Truck,1,0,1,22034,22035,0.00
August 31 2021,Clark,WA,Passenger,3075,1472,4547,322274,326821,1.39
August 31 2021,Clark,WA,Truck,0,0,0,84209,84209,0.00
August 31 2021,Columbia,WA,Passenger,7,2,9,2458,2467,0.36
August 31 2021,Columbia,WA,Truck,0,0,0,1540,1540,0.00
August 31 2021,Cowlitz,WA,Truck,0,1,1,29104,29105,0.00
August 31 2021,Cowlitz,WA,Passenger,238,152,390,72146,72536,0.54
August 31 2021,Douglas,WA,Passenger,103,51,154,28585,28739,0.54
August 31 2021,Douglas,WA,Truck,0,0,0,12691,12691,0.00
August 31 2021,Ferry,WA,Passenger,9,3,12,4392,4404,0.27
August 31 2021,Ferry,WA,Truck,0,0,0,3633,3633,0.00
August 31 2021,Franklin,WA,Passenger,139,99,238,61986,62224,0.38
August 31 2021,Franklin,WA,Truck,0,0,0,20725,20725,0.00
August 31 2021,Garfield,WA,Truck,0,0,0,1002,1002,0.00
August 31 2021,Garfield,WA,Passenger,0,3,3,1372,1375,0.22
August 31 2021,Grant,WA,Passenger,123,96,219,66889,67108,0.33
August 31 2021,Grant,WA,Truck,0,0,0,28011,28011,0.00
August 31 2021,Grays Harbor,WA,Truck,0,0,0,21397,21397,0.00
August 31 2021,Grays Harbor,WA,Passenger,177,147,324,49539,49863,0.65
August 31 2021,Island,WA,Truck,0,0,0,21633,21633,0.00
August 31 2021,Island,WA,Passenger,643,319,962,63432,64394,1.49
August 31 2021,Jefferson,WA,Truck,0,0,0,9615,9615,0.00
August 31 2021,Jefferson,WA,Passenger,350,183,533,24881,25414,2.10
August 31 2021,King,WA,Passenger,32318,9543,41861,1367090,1408951,2.97
August 31 2021,King,WA,Truck,5,1,6,184174,184180,0.00
August 31 2021,Kitsap,WA,Passenger,1952,891,2843,181042,183885,1.55
August 31 2021,Kitsap,WA,Truck,0,0,0,54499,54499,0.00
August 31 2021,Kittitas,WA,Passenger,175,73,248,29884,30132,0.82
August 31 2021,Kittitas,WA,Truck,0,0,0,14783,14783,0.00
August 31 2021,Klickitat,WA,Truck,0,0,0,8334,8334,0.00
August 31 2021,Klickitat,WA,Passenger,83,51,134,15374,15508,0.86
August 31 2021,Lewis,WA,Truck,0,0,0,26763,26763,0.00
August 31 2021,Lewis,WA,Passenger,181,151,332,59666,59998,0.55
August 31 2021,Lincoln,WA,Truck,0,0,0,4774,4774,0.00
August 31 2021,Lincoln,WA,Passenger,7,15,22,7701,7723,0.28
August 31 2021,Mason,WA,Truck,0,0,0,21328,21328,0.00
August 31 2021,Mason,WA,Passenger,226,144,370,48106,48476,0.76
August 31 2021,Okanogan,WA,Passenger,66,45,111,26490,26601,0.42
August 31 2021,Okanogan,WA,Truck,0,0,0,16764,16764,0.00
August 31 2021,Pacific,WA,Passenger,48,54,102,16074,16176,0.63
August 31 2021,Pacific,WA,Truck,0,0,0,7976,7976,0.00
August 31 2021,Pend Oreille,WA,Truck,0,0,0,5728,5728,0.00
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9253,9276,0.25
August 31 2021,Pierce,WA,Truck,0,0,0,145830,145830,0.00
August 31 2021,Pierce,WA,Passenger,3772,2029,5801,559941,565742,1.03
August 31 2021,San Juan,WA,Passenger,452,140,592,14215,14807,4.00
August 31 2021,San Juan,WA,Truck,0,0,0,5979,5979,0.00
August 31 2021,Skagit,WA,Truck,1,0,1,32999,33000,0.00
August 31 2021,Skagit,WA,Passenger,620,287,907,91785,92692,0.98
August 31 2021,Skamania,WA,Passenger,52,39,91,8394,8485,1.07
August 31 2021,Skamania,WA,Truck,0,0,0,4036,4036,0.00
August 31 2021,Snohomish,WA,Truck,1,0,1,126079,126080,0.00
August 31 2021,Snohomish,WA,Passenger,6314,2142,8456,539809,548265,1.54
August 31 2021,Spokane,WA,Truck,0,0,0,102543,102543,0.00
August 31 2021,Spokane,WA,Passenger,1160,682,1842,326347,328189,0.56
August 31 2021,Stevens,WA,Truck,0,0,0,18921,18921,0.00
August 31 2021,Stevens,WA,Passenger,48,44,92,30297,30389,0.30
August 31 2021,Thurston,WA,Truck,0,0,0,56503,56503,0.00
August 31 2021,Thurston,WA,Passenger,1719,909,2628,198150,200778,1.31
August 31 2021,Wahkiakum,WA,Truck,0,0,0,1804,1804,0.00
August 31 2021,Wahkiakum,WA,Passenger,16,8,24,3081,3105,0.77
August 31 2021,Walla Walla,WA,Passenger,121,82,203,36507,36710,0.55
August 31 2021,Walla Walla,WA,Truck,0,0,0,14090,14090,0.00
August 31 2021,Whatcom,WA,Truck,4,0,4,43896,43900,0.01
August 31 2021,Whatcom,WA,Passenger,1522,631,2153,150609,152762,1.41
August 31 2021,Whitman,WA,Passenger,63,52,115,21972,22087,0.52
August 31 2021,Whitman,WA,Truck,0,0,0,8580,8580,0.00
August 31 2021,Yakima,WA,Truck,0,0,0,61794,61794,0.00
August 31 2021,Yakima,WA,Passenger,248,164,412,168987,169399,0.24
August 31 2021,Douglas,WI,Passenger,1,0,1,2,3,33.33
August 31 2021,Milwaukee,WI,Passenger,1,0,1,36,37,2.70
August 31 2021,,,Passenger,1,0,1,293,294,0.34
September 30 2021,Anchorage,AK,Passenger,1,0,1,129,130,0.77
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
September 30 2021,Juneau,AK,Passenger,0,1,1,25,26,3.85
September 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2021,Maricopa,AZ,Passenger,5,4,9,917,926,0.97
September 30 2021,Pima,AZ,Passenger,1,1,2,231,233,0.86
September 30 2021,Pinal,AZ,Passenger,1,0,1,111,112,0.89
September 30 2021,Alameda,CA,Passenger,4,0,4,202,206,1.94
September 30 2021,Contra Costa,CA,Passenger,2,4,6,299,305,1.97
September 30 2021,Fresno,CA,Passenger,1,0,1,156,157,0.64
September 30 2021,Kern,CA,Passenger,1,1,2,185,187,1.07
September 30 2021,Los Angeles,CA,Passenger,6,7,13,773,786,1.65
September 30 2021,Monterey,CA,Passenger,1,1,2,144,146,1.37
September 30 2021,Orange,CA,Passenger,4,2,6,381,387,1.55
September 30 2021,Placer,CA,Passenger,1,0,1,62,63,1.59
September 30 2021,Riverside,CA,Passenger,4,1,5,475,480,1.04
September 30 2021,Sacramento,CA,Passenger,2,0,2,207,209,0.96
September 30 2021,San Diego,CA,Passenger,17,8,25,2448,2473,1.01
September 30 2021,San Francisco,CA,Passenger,0,1,1,68,69,1.45
September 30 2021,San Joaquin,CA,Passenger,0,1,1,93,94,1.06
September 30 2021,San Luis Obispo,CA,Passenger,1,0,1,52,53,1.89
September 30 2021,San Mateo,CA,Passenger,1,0,1,81,82,1.22
September 30 2021,Santa Clara,CA,Passenger,6,2,8,218,226,3.54
September 30 2021,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
September 30 2021,Sonoma,CA,Passenger,0,1,1,77,78,1.28
September 30 2021,Ventura,CA,Passenger,1,2,3,244,247,1.21
September 30 2021,Boulder,CO,Passenger,0,1,1,30,31,3.23
