Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2018,Yakima,WA,Truck,0,0,0,58619,58619,0.00
August 31 2018,,,Passenger,2,0,2,300,302,0.66
September 30 2018,Juneau,AK,Passenger,0,1,1,42,43,2.33
September 30 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
September 30 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
September 30 2018,Cochise,AZ,Passenger,0,1,1,125,126,0.79
September 30 2018,Maricopa,AZ,Passenger,2,2,4,1487,1491,0.27
September 30 2018,Pima,AZ,Passenger,0,1,1,398,399,0.25
September 30 2018,Pinal,AZ,Passenger,2,0,2,183,185,1.08
September 30 2018,Alameda,CA,Passenger,0,2,2,325,327,0.61
September 30 2018,Contra Costa,CA,Passenger,0,1,1,448,449,0.22
September 30 2018,Fresno,CA,Passenger,1,0,1,191,192,0.52
September 30 2018,Los Angeles,CA,Passenger,6,5,11,1116,1127,0.98
September 30 2018,Monterey,CA,Passenger,0,2,2,193,195,1.03
September 30 2018,Orange,CA,Passenger,3,1,4,544,548,0.73
September 30 2018,Riverside,CA,Passenger,1,2,3,676,679,0.44
September 30 2018,San Diego,CA,Passenger,7,2,9,2572,2581,0.35
September 30 2018,San Francisco,CA,Passenger,1,1,2,111,113,1.77
September 30 2018,San Mateo,CA,Passenger,1,1,2,133,135,1.48
September 30 2018,Santa Clara,CA,Passenger,8,0,8,368,376,2.13
September 30 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
September 30 2018,Ventura,CA,Passenger,0,2,2,306,308,0.65
September 30 2018,Denver,CO,Passenger,1,0,1,132,133,0.75
September 30 2018,El Paso,CO,Passenger,3,1,4,759,763,0.52
September 30 2018,Jefferson,CO,Passenger,0,1,1,65,66,1.52
September 30 2018,Larimer,CO,Passenger,1,0,1,60,61,1.64
September 30 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
September 30 2018,New London,CT,Passenger,0,1,1,266,267,0.37
September 30 2018,District of Columbia,DC,Passenger,0,4,4,197,201,1.99
September 30 2018,Brevard,FL,Passenger,0,1,1,86,87,1.15
September 30 2018,Broward,FL,Passenger,0,1,1,129,130,0.77
September 30 2018,Clay,FL,Passenger,0,1,1,88,89,1.12
September 30 2018,Duval,FL,Passenger,1,1,2,380,382,0.52
September 30 2018,Manatee,FL,Passenger,1,0,1,36,37,2.70
September 30 2018,Orange,FL,Passenger,2,1,3,164,167,1.80
September 30 2018,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
September 30 2018,Polk,FL,Passenger,1,0,1,63,64,1.56
September 30 2018,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08
September 30 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
September 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
September 30 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
September 30 2018,DeKalb,GA,Passenger,1,0,1,76,77,1.30
September 30 2018,Fulton,GA,Passenger,1,2,3,101,104,2.88
September 30 2018,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
September 30 2018,Houston,GA,Passenger,1,0,1,56,57,1.75
September 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
September 30 2018,Richmond,GA,Passenger,0,1,1,102,103,0.97
September 30 2018,Honolulu,HI,Passenger,1,1,2,521,523,0.38
September 30 2018,Maui,HI,Passenger,1,0,1,54,55,1.82
September 30 2018,Ada,ID,Passenger,0,2,2,307,309,0.65
September 30 2018,Kootenai,ID,Passenger,0,1,1,205,206,0.49
September 30 2018,Latah,ID,Passenger,0,1,1,71,72,1.39
September 30 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
September 30 2018,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
September 30 2018,Cook,IL,Passenger,1,0,1,245,246,0.41
September 30 2018,DuPage,IL,Passenger,1,0,1,54,55,1.82
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
September 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2018,St. Clair,IL,Passenger,0,1,1,157,158,0.63
September 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
September 30 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
September 30 2018,Hardin,KY,Passenger,0,1,1,120,121,0.83
September 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2018,Caddo,LA,Passenger,0,1,1,24,25,4.00
September 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
September 30 2018,Middlesex,MA,Passenger,0,1,1,140,141,0.71
September 30 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
September 30 2018,Norfolk,MA,Passenger,1,0,1,32,33,3.03
September 30 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
September 30 2018,Anne Arundel,MD,Passenger,0,1,1,457,458,0.22
September 30 2018,Charles,MD,Passenger,0,1,1,82,83,1.20
September 30 2018,Frederick,MD,Passenger,0,1,1,89,90,1.11
September 30 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
